id_gen	symbol	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000041982	TNC	0.9437077291666912	6.169757343243737e-07	Integrin cell surface interactions, Non-integrin membrane-ECM interactions, Syndecan interactions, Metabolism of proteins, Extracellular matrix organization, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Post-translational protein modification, Post-translational protein phosphorylation, ECM proteoglycans	regulation of cell migration, cellular response to vitamin D, regulation of cell growth, prostate gland epithelium morphogenesis, peripheral nervous system axon regeneration, response to mechanical stimulus, response to fibroblast growth factor, odontogenesis of dentin-containing tooth, bud outgrowth involved in lung branching, cell adhesion, cellular response to retinoic acid, osteoblast differentiation, negative regulation of cell adhesion, neuromuscular junction development, mesenchymal-epithelial cell signaling involved in prostate gland development, response to wounding, cellular response to prostaglandin D stimulus, regulation of cell adhesion, morphogenesis of an epithelium, response to ethanol, regulation of inflammatory response, positive regulation of cell population proliferation, positive regulation of gene expression	syndecan binding, protein binding, extracellular matrix structural constituent	collagen-containing extracellular matrix, basement membrane, membrane, extracellular region, tenascin complex, focal adhesion, endoplasmic reticulum lumen, perisynaptic extracellular matrix, interstitial matrix, extracellular space
ENSG00000197321	SVIL	0.9008653888889152	7.281118772179471e-07		positive regulation of cytokinesis, skeletal muscle tissue development, actin filament severing, actin polymerization or depolymerization, barbed-end actin filament capping	actin filament binding, protein binding, phosphatidylinositol-4,5-bisphosphate binding	podosome, cytosol, cleavage furrow, nucleus, cell projection, costamere, actin cytoskeleton, focal adhesion, plasma membrane, midbody, microtubule minus-end, cytoplasm
ENSG00000167165	UGT1A6	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Paracetamol ADME, Aspirin ADME, Biological oxidations, Phase II - Conjugation of compounds, Glucuronidation, Drug ADME	cellular glucuronidation, xenobiotic metabolic process	enzyme binding, protein homodimerization activity, retinoic acid binding, glucuronosyltransferase activity	intracellular membrane-bounded organelle, endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000241635	UGT1A1	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Paracetamol ADME, Aspirin ADME, Biological oxidations, Defective UGT1A1 causes hyperbilirubinemia, Phase II - Conjugation of compounds, Heme degradation, Glucuronidation, Diseases of metabolism, Metabolic disorders of biological oxidation enzymes, Metabolism of porphyrins, Drug ADME, Disease	xenobiotic metabolic process, xenobiotic glucuronidation, cellular response to ethanol, steroid metabolic process, bilirubin conjugation, response to lipopolysaccharide, cellular glucuronidation, flavone metabolic process, animal organ regeneration, negative regulation of steroid metabolic process, cellular response to estradiol stimulus, response to starvation, flavonoid glucuronidation, biphenyl catabolic process, liver development, retinoic acid metabolic process, acute-phase response, heterocycle metabolic process, response to nutrient, cellular response to glucocorticoid stimulus, estrogen metabolic process	retinoic acid binding, enzyme binding, enzyme inhibitor activity, glucuronosyltransferase activity, steroid binding, protein homodimerization activity	cytochrome complex, endoplasmic reticulum, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum chaperone complex, perinuclear region of cytoplasm
ENSG00000242515	UGT1A10	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Paracetamol ADME, Biological oxidations, Phase II - Conjugation of compounds, Glucuronidation, Drug ADME	liver development, lipid metabolic process, xenobiotic metabolic process, cellular glucuronidation, flavone metabolic process	retinoic acid binding, protein kinase C binding, enzyme binding, glucuronosyltransferase activity, protein homodimerization activity	endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000244122	UGT1A7	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Aspirin ADME, Biological oxidations, Phase II - Conjugation of compounds, Glucuronidation, Drug ADME	liver development, retinoic acid metabolic process, xenobiotic metabolic process, estrogen metabolic process, xenobiotic glucuronidation, coumarin metabolic process, cellular glucuronidation, flavonoid glucuronidation, flavone metabolic process	retinoic acid binding, protein kinase C binding, enzyme binding, enzyme inhibitor activity, glucuronosyltransferase activity, protein homodimerization activity	endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000244474	UGT1A4	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Defective UGT1A4 causes hyperbilirubinemia, Aspirin ADME, Biological oxidations, Phase II - Conjugation of compounds, Heme degradation, Glucuronidation, Diseases of metabolism, Metabolic disorders of biological oxidation enzymes, Metabolism of porphyrins, Drug ADME, Disease	cellular glucuronidation, bilirubin conjugation, heme catabolic process, vitamin D3 metabolic process	enzyme binding, protein homodimerization activity, retinoic acid binding, glucuronosyltransferase activity	endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000288702	UGT1A3	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Aspirin ADME, NR1H2 and NR1H3-mediated signaling, Signal Transduction, Biological oxidations, Phase II - Conjugation of compounds, NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis, Glucuronidation, Signaling by Nuclear Receptors, Prednisone ADME, Drug ADME, Atorvastatin ADME	bile acid secretion, retinoic acid metabolic process, xenobiotic metabolic process, vitamin D3 metabolic process, estrogen metabolic process, xenobiotic glucuronidation, cellular glucuronidation, flavonoid glucuronidation	enzyme binding, protein homodimerization activity, retinoic acid binding, glucuronosyltransferase activity	endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000288705	UGT1A5	-0.6847321527777464	1.4665178533847375e-06	Metabolism, Aspirin ADME, Biological oxidations, Phase II - Conjugation of compounds, Glucuronidation, Drug ADME		enzyme binding, glucuronosyltransferase activity	endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000163171	CDC42EP3	0.5280776111111365	1.6014624765496529e-06	Signaling by Rho GTPases, RHO GTPase cycle, MAPK family signaling cascades, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Signal Transduction, CDC42 GTPase cycle, MAPK6/MAPK4 signaling, RHOQ GTPase cycle	positive regulation of actin filament polymerization, signal transduction, positive regulation of pseudopodium assembly, Rho protein signal transduction, regulation of cell shape	small GTPase binding, cytoskeletal regulatory protein binding, protein binding	cytosol, actin cytoskeleton, endomembrane system, plasma membrane, cytoskeleton, cytoplasm
ENSG00000154553	PDLIM3	0.7443778055555814	1.774195129452913e-06		heart development, muscle structure development, actin cytoskeleton organization	actin binding, muscle alpha-actinin binding, protein binding, metal ion binding	cytosol, filamentous actin, Z disc, stress fiber, adherens junction
ENSG00000101335	MYL9	1.2654156805555823	2.278882633449155e-06	RHO GTPase Effectors, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHO GTPases Activate ROCKs, Nervous system development, EPHA-mediated growth cone collapse, Generic Transcription Pathway, RHO GTPases activate PKNs, Transcriptional regulation by RUNX1, EPH-Ephrin signaling, Gene expression (Transcription), RHO GTPases activate PAKs, RHO GTPases activate CIT, Axon guidance, Muscle contraction, RNA Polymerase II Transcription, RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function, Sema4D in semaphorin signaling, Signal Transduction, Developmental Biology, Semaphorin interactions, Sema4D induced cell migration and growth-cone collapse, Signaling by Rho GTPases, Smooth Muscle Contraction	platelet aggregation, regulation of muscle contraction, myofibril assembly	myosin heavy chain binding, calcium ion binding, structural constituent of muscle	cytosol, myofibril, Z disc, stress fiber, cell cortex, muscle myosin complex, cytoplasm
ENSG00000140416	TPM1	0.867413076388921	4.918268799510419e-06	Smooth Muscle Contraction, Striated Muscle Contraction, Muscle contraction	ruffle organization, positive regulation of ATP-dependent activity, cellular response to reactive oxygen species, regulation of muscle contraction, regulation of cell shape, negative regulation of vascular associated smooth muscle cell migration, regulation of heart contraction, cardiac muscle contraction, negative regulation of cell migration, muscle filament sliding, sarcomere organization, wound healing, negative regulation of vascular associated smooth muscle cell proliferation, positive regulation of stress fiber assembly, positive regulation of cell adhesion, cytoskeleton organization, positive regulation of heart rate by epinephrine, ventricular cardiac muscle tissue morphogenesis, actin filament organization	actin filament binding, cytoskeletal protein binding, structural constituent of muscle, identical protein binding, actin binding, protein heterodimerization activity, protein homodimerization activity, structural constituent of cytoskeleton, protein binding	cytosol, actin filament, stress fiber, actin cytoskeleton, muscle thin filament tropomyosin, cytoskeleton, sarcomere, bleb, ruffle membrane
ENSG00000136872	ALDOB	-1.2348586388888707	2.5487763398672674e-05	Glucose metabolism, Diseases of carbohydrate metabolism, Metabolism, Hereditary fructose intolerance, Fructose catabolism, Metabolism of carbohydrates, Gluconeogenesis, Glycolysis, Diseases of metabolism, Disease, Fructose metabolism	fructose metabolic process, NADH oxidation, glycolytic process, vacuolar proton-transporting V-type ATPase complex assembly, positive regulation of ATP-dependent activity, fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate, negative regulation of pentose-phosphate shunt, fructose 1,6-bisphosphate metabolic process	cytoskeletal protein binding, fructose-1-phosphate aldolase activity, ATPase binding, fructose binding, identical protein binding, molecular adaptor activity, fructose-bisphosphate aldolase activity, protein binding	cytosol, centriolar satellite, extracellular exosome, microtubule organizing center
ENSG00000175084	DES	1.1933365625000345	3.068010132154341e-05	Striated Muscle Contraction, Muscle contraction	regulation of heart contraction, cytoskeleton organization, intermediate filament organization, skeletal muscle organ development, muscle contraction	structural constituent of cytoskeleton, protein binding, cytoskeletal protein binding, identical protein binding	cytosol, extracellular exosome, nucleus, fascia adherens, Z disc, cardiac myofibril, cell-cell junction, intermediate filament cytoskeleton, neuromuscular junction, intermediate filament, sarcolemma, intercalated disc
ENSG00000101132	PFDN4	0.1125040555555729	0.0015539002388242	Chaperonin-mediated protein folding, Prefoldin mediated transfer of substrate  to CCT/TriC, Metabolism of proteins, Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding, Protein folding	negative regulation of amyloid fibril formation, protein stabilization, protein folding	amyloid-beta binding, protein-folding chaperone binding, protein binding, unfolded protein binding	cytosol, nucleus, prefoldin complex, mitochondrion, cytoplasm
ENSG00000198959	TGM2	0.151508416666684	0.0187487869698937		positive regulation of mitochondrial calcium ion concentration, phospholipase C-activating G protein-coupled receptor signaling pathway, cellular response to dopamine, apoptotic cell clearance, positive regulation of small GTPase mediated signal transduction, regulation of apoptotic process, salivary gland cavitation, cellular response to cocaine, cellular response to serotonin, positive regulation of apoptotic process, gene expression, regulation of apoptotic cell clearance, peptide cross-linking, protein deamination, proteolysis, positive regulation of GTPase activity, chromatin remodeling, positive regulation of neurogenesis, positive regulation of cell adhesion, branching involved in salivary gland morphogenesis, dopamine secretion, negative regulation of endoplasmic reticulum calcium ion concentration, bone development	protein-glutamine gamma-glutamyltransferase activity, GTP binding, peptide noradrenalinyltransferase activity, peptidase activity, histone serotonyltransferase activity, protein-glutamine glutaminase activity, calcium ion binding, protein binding, histone dopaminyltransferase activity, peptide histaminyltransferase activity	cytosol, collagen-containing extracellular matrix, extracellular exosome, nucleus, endoplasmic reticulum, focal adhesion, chromatin, nucleosome, plasma membrane, extracellular matrix, mitochondrion, perinuclear region of cytoplasm
ENSG00000167244	IGF2	0.2233936388889219	0.0315367701059918	Signaling by Receptor Tyrosine Kinases, Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R), IGF1R signaling cascade, Metabolism of proteins, Platelet degranulation , Signal Transduction, IRS-related events triggered by IGF1R, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), SHC-related events triggered by IGF1R, Platelet activation, signaling and aggregation, Response to elevated platelet cytosolic Ca2+, Hemostasis	positive regulation of glycogen biosynthetic process, regulation of DNA-templated transcription, negative regulation of transcription by RNA polymerase II, positive regulation of protein phosphorylation, insulin-like growth factor receptor signaling pathway, positive regulation of activated T cell proliferation, negative regulation of muscle cell differentiation, striated muscle cell differentiation, positive regulation of peptidyl-tyrosine phosphorylation, regulation of muscle cell differentiation, positive regulation of glycogen (starch) synthase activity, positive regulation of cell division, positive regulation of insulin receptor signaling pathway, embryonic placenta development, in utero embryonic development, positive regulation of MAPK cascade, positive regulation of multicellular organism growth, positive regulation of transcription by RNA polymerase II, exocrine pancreas development, positive regulation of catalytic activity, positive regulation of skeletal muscle tissue growth, osteoblast differentiation, animal organ morphogenesis, positive regulation of vascular endothelial cell proliferation, insulin receptor signaling pathway, positive regulation of protein kinase B signaling, positive regulation of mitotic nuclear division, regulation of gene expression by genomic imprinting, glucose metabolic process, insulin receptor signaling pathway via phosphatidylinositol 3-kinase, embryonic placenta morphogenesis, positive regulation of organ growth, positive regulation of cell population proliferation	insulin receptor binding, insulin-like growth factor receptor binding, receptor ligand activity, integrin binding, transmembrane receptor protein tyrosine kinase activator activity, growth factor activity, protein serine/threonine kinase activator activity, hormone activity, protein binding	extracellular region, extracellular space, platelet alpha granule lumen
ENSG00000129965	INS-IGF2	0.1727091875000219	0.0826011662271459				
