id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000164442	CITED2	-1.1429807116451611	3.1626122638754935e-18	-0.5193189861110925	4.2365659003325415e-06	Gene expression (Transcription), Cellular responses to stimuli, FOXO-mediated transcription of cell death genes, FOXO-mediated transcription, Cellular responses to stress, Regulation of gene expression by Hypoxia-inducible Factor, TFAP2 (AP-2) family regulates transcription of other transcription factors, Generic Transcription Pathway, Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors, RNA Polymerase II Transcription, Activation of the TFAP2 (AP-2) family of transcription factors, Cellular response to hypoxia	positive regulation of transforming growth factor beta receptor signaling pathway, left/right pattern formation, endocardial cushion development, granulocyte differentiation, trophectodermal cell differentiation, response to estrogen, negative regulation of transcription by RNA polymerase II, thymus development, positive regulation of male gonad development, bone morphogenesis, response to hypoxia, embryonic camera-type eye morphogenesis, vasculogenesis, positive regulation of cell cycle, heart looping, positive regulation of peroxisome proliferator activated receptor signaling pathway, response to mechanical stimulus, skeletal muscle cell differentiation, outflow tract morphogenesis, regulation of animal organ formation, hematopoietic progenitor cell differentiation, nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry, pulmonary artery morphogenesis, adrenal cortex formation, neural tube closure, heart development, positive regulation of cell-cell adhesion, left/right axis specification, embryonic placenta development, sex determination, cell population proliferation, cardiac neural crest cell development involved in heart development, positive regulation of transcription by RNA polymerase II, negative regulation of apoptotic process, negative regulation of transcription from RNA polymerase II promoter in response to hypoxia, negative regulation of cell migration, peripheral nervous system development, ventricular septum morphogenesis, response to fluid shear stress, embryonic heart tube left/right pattern formation, negative regulation of gene expression, spleen development, transforming growth factor beta receptor signaling pathway, embryonic process involved in female pregnancy, cellular senescence, central nervous system development, determination of left/right symmetry, liver development, lens morphogenesis in camera-type eye, negative regulation of cardiac muscle cell proliferation, decidualization, cranial nerve morphogenesis, erythrocyte development, negative regulation of DNA-templated transcription, positive regulation of DNA-templated transcription, male gonad development, positive regulation of gene expression	transcription coactivator activity, histone acetyltransferase binding, RNA polymerase II-specific DNA-binding transcription factor binding, molecular function activator activity, LBD domain binding, SMAD binding, transcription corepressor activity, protein domain specific binding, protein binding, chromatin binding	cytosol, nucleus, nucleoplasm, intracellular membrane-bounded organelle, chromatin, protein-containing complex
ENSG00000166165	CKB	-2.006431019677421	2.604582315283738e-23	-1.586671972222197	7.353408583579673e-19	Metabolism, RHO GTPase cycle, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Creatine metabolism, RND3 GTPase cycle, Signal Transduction, Metabolism of amino acids and derivatives, Signaling by Rho GTPases	phosphorylation, substantia nigra development, futile creatine cycle, phosphocreatine biosynthetic process	ubiquitin protein ligase binding, creatine kinase activity, protein binding, ATP binding	cytosol, extracellular exosome, plasma membrane, mitochondrion, extracellular space
ENSG00000104879	CKM	-1.28126377733871	3.453642698136515e-16	-1.176708249999974	1.4484295462474818e-17	Metabolism, Metabolism of amino acids and derivatives, Creatine metabolism	phosphorylation, phosphocreatine biosynthetic process	creatine kinase activity, protein binding, ATP binding	cytosol, extracellular space
ENSG00000131730	CKMT2	-1.0393544413548377	3.795088845343478e-23	-1.013994013888869	1.0964029677090102e-27	Metabolism, Metabolism of amino acids and derivatives, Creatine metabolism	phosphorylation, muscle contraction, phosphocreatine biosynthetic process	creatine kinase activity, protein binding, ATP binding	mitochondrial inner membrane, mitochondrion
ENSG00000066405	CLDN18	-1.7991001389516184	2.4682503254834274e-11	-2.4119931527777503	3.503966186882456e-18	Cell-Cell communication, Cell junction organization, Tight junction interactions, Cell-cell junction organization	protein localization to nucleus, bicellular tight junction assembly, cell adhesion, negative regulation of bone resorption, calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules, negative regulation of protein localization to nucleus, digestive tract development, response to ethanol, TNFSF11-mediated signaling pathway, negative regulation of osteoclast development	identical protein binding, structural molecule activity, protein binding	lateral plasma membrane, bicellular tight junction, plasma membrane
ENSG00000163815	CLEC3B	-1.352827272419363	4.980131792641089e-12	-1.0112286388888707	8.770148507414945e-10	Platelet degranulation , Response to elevated platelet cytosolic Ca2+, Platelet activation, signaling and aggregation, Hemostasis	positive regulation of plasminogen activation, bone mineralization, ossification, cellular response to transforming growth factor beta stimulus, cellular response to organic substance	calcium ion binding, carbohydrate binding, kringle domain binding, heparin binding	collagen-containing extracellular matrix, platelet dense granule lumen, extracellular exosome, extracellular region, granular component, extracellular space, cytoplasm
ENSG00000120885	CLU	-0.8159601384838702	1.6357572422228903e-05	-0.1392384444444179	0.4395702704264849	Terminal pathway of complement, Complement cascade, Innate Immune System, Antimicrobial peptides, Platelet degranulation , Immune System, Platelet activation, signaling and aggregation, Regulation of Complement cascade, Response to elevated platelet cytosolic Ca2+, Hemostasis	cell morphogenesis, innate immune response, positive regulation of tau-protein kinase activity, negative regulation of amyloid fibril formation, negative regulation of protein-containing complex assembly, lipid metabolic process, complement activation, regulation of apoptotic process, negative regulation of neuron apoptotic process, positive regulation of NF-kappaB transcription factor activity, microglial cell proliferation, protein targeting to lysosome involved in chaperone-mediated autophagy, negative regulation of amyloid-beta formation, positive regulation of nitric oxide biosynthetic process, chaperone-mediated protein complex assembly, protein import, central nervous system myelin maintenance, positive regulation of protein-containing complex assembly, negative regulation of release of cytochrome c from mitochondria, positive regulation of ubiquitin-dependent protein catabolic process, release of cytochrome c from mitochondria, regulation of neuron death, positive regulation of apoptotic process, positive regulation of receptor-mediated endocytosis, reverse cholesterol transport, chaperone-mediated protein folding, protein stabilization, response to virus, complement activation, classical pathway, regulation of amyloid-beta clearance, regulation of cell population proliferation, response to misfolded protein, positive regulation of neuron death, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, positive regulation of amyloid fibril formation, positive regulation of neurofibrillary tangle assembly, microglial cell activation, positive regulation of amyloid-beta formation, immune complex clearance, positive regulation of tumor necrosis factor production, negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage, regulation of neuronal signal transduction, negative regulation of response to endoplasmic reticulum stress, positive regulation of gene expression	ubiquitin protein ligase binding, protein carrier chaperone, protein-folding chaperone binding, amyloid-beta binding, signaling receptor binding, low-density lipoprotein particle receptor binding, unfolded protein binding, tau protein binding, protein-containing complex binding, protein binding, ATP hydrolysis activity, misfolded protein binding	nucleus, mitochondrion, protein-containing complex, Golgi apparatus, extracellular space, collagen-containing extracellular matrix, extracellular region, chromaffin granule, cell surface, spherical high-density lipoprotein particle, cytoplasm, apical dendrite, cytosol, extracellular exosome, platelet alpha granule lumen, membrane, mitochondrial inner membrane, perinuclear endoplasmic reticulum lumen, synapse, cell periphery, blood microparticle, intracellular membrane-bounded organelle, cytoskeleton, perinuclear region of cytoplasm, neurofibrillary tangle
ENSG00000082438	COBLL1	-0.4802103731532261	1.6908206750323775e-10	-0.6389461736110977	7.38865770033469e-22			cadherin binding, actin monomer binding	
ENSG00000139219	COL2A1	-1.4800846319193557	2.3118313687760054e-17	-1.2768440902777565	4.0365108052684126e-16	Collagen chain trimerization, Nervous system development, Immune System, Adaptive Immune System, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, NCAM1 interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Developmental Biology, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Integrin cell surface interactions, MET promotes cell motility, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, Collagen formation, ECM proteoglycans	endochondral ossification, chondrocyte differentiation, proteoglycan metabolic process, regulation of gene expression, visual perception, heart morphogenesis, extrinsic apoptotic signaling pathway in absence of ligand, otic vesicle development, anterior head development, cellular response to BMP stimulus, notochord development, roof of mouth development, tissue homeostasis, inner ear morphogenesis, sensory perception of sound, cartilage development, limb bud formation, skeletal system development, embryonic skeletal joint morphogenesis, central nervous system development, cartilage condensation, negative regulation of extrinsic apoptotic signaling pathway in absence of ligand, collagen fibril organization, cartilage development involved in endochondral bone morphogenesis	platelet-derived growth factor binding, metal ion binding, MHC class II protein binding, protein homodimerization activity, proteoglycan binding, extracellular matrix structural constituent conferring tensile strength	collagen-containing extracellular matrix, basement membrane, extracellular space, collagen type XI trimer, extracellular region, endoplasmic reticulum lumen, collagen type II trimer
ENSG00000158516	CPA2	-2.6941497539032264	7.290020979465606e-29	-2.7808334722221906	8.002868374938687e-40		proteolysis, protein catabolic process in the vacuole	carboxypeptidase activity, metallocarboxypeptidase activity, zinc ion binding	vacuole, extracellular region, extracellular space
ENSG00000196188	CTSE	-1.70376698525806	3.1623906834439342e-09	-2.140435666666642	1.3368329388534612e-15	Immune System, Adaptive Immune System, MHC class II antigen presentation	proteolysis, antigen processing and presentation of exogenous peptide antigen via MHC class II, protein autoprocessing	aspartic-type endopeptidase activity, peptidase activity, identical protein binding	endosome, intracellular membrane-bounded organelle
